"","Var1","Var2","correlation","abs_cor"
"7085","Score_avg_diff_Team1","EFF_Team1",0.732275963498863,0.732275963498863
"1461","Score_avg_diff","Score_avg_Team1",0.73219433117514,0.73219433117514
"13611","Score_avg_Team1","Score_avg_diff",0.73219433117514,0.73219433117514
"1655","FGP_diff_Team1","Score_avg_diff_Team1",0.731360363208069,0.731360363208069
"3005","Score_avg_diff_Team1","FGP_diff_Team1",0.731360363208069,0.731360363208069
"2282","Away_won_prob_diff","Away_won_prob_Team1",0.729114767278585,0.729114767278585
"14297","Away_won_prob_Team1","Away_won_prob_diff",0.729114767278585,0.729114767278585
"13190","PF_diff","PF_avg_Team2",0.728529144302633,0.728529144302633
"18185","PF_avg_Team2","PF_diff",0.728529144302633,0.728529144302633
"14798","FGP_diff_diff","FGP_opp_diff",0.7284217595698,0.7284217595698
"14933","FGP_opp_diff","FGP_diff_diff",0.7284217595698,0.7284217595698
"1380","FGA_avg_Team1","Score_avg_Team1",0.723368836736997,0.723368836736997
"2595","Score_avg_Team1","FGA_avg_Team1",0.723368836736997,0.723368836736997
"4879","DR_diff","DR_avg_Team1",0.722693337599866,0.722693337599866
"16084","DR_avg_Team1","DR_diff",0.722693337599866,0.722693337599866
"3648","FGP3_opp_diff","FGP3_opp_Team1",-0.720981692343758,0.720981692343758
"15123","FGP3_opp_Team1","FGP3_opp_diff",-0.720981692343758,0.720981692343758
"2490","AST_avg_Team1","FGM_avg_Team1",0.719903080336078,0.719903080336078
"5595","FGM_avg_Team1","AST_avg_Team1",0.719903080336078,0.719903080336078
"9904","FGP3_opp_diff","FGP3_opp_Team2",0.718969220118813,0.718969220118813
"15169","FGP3_opp_Team2","FGP3_opp_diff",0.718969220118813,0.718969220118813
"11683","TR_diff_diff","TR_avg_diff_Team2",-0.718603131556182,0.718603131556182
"16678","TR_avg_diff_Team2","TR_diff_diff",-0.718603131556182,0.718603131556182
"7854","Score_avg_opp_diff","Score_avg_opp_Team2",0.717854785486763,0.717854785486763
"13794","Score_avg_opp_Team2","Score_avg_opp_diff",0.717854785486763,0.717854785486763
"7407","Away_won_prob_Team2","Games_won_Team2",0.717638908654234,0.717638908654234
"8487","Games_won_Team2","Away_won_prob_Team2",0.717638908654234,0.717638908654234
"9181","FGP_diff_Team2","FGP_opp_Team2",-0.716872128957197,0.716872128957197
"9316","FGP_opp_Team2","FGP_diff_Team2",-0.716872128957197,0.716872128957197
"4331","FTP_opp_diff","FTP_opp_Team1",-0.71646726280676,0.71646726280676
"15536","FTP_opp_Team1","FTP_opp_diff",-0.71646726280676,0.71646726280676
"13","Score_avg_diff_Team1","Seed_num_Team1",-0.715180253742765,0.715180253742765
"1633","Seed_num_Team1","Score_avg_diff_Team1",-0.715180253742765,0.715180253742765
"12505","AST_to_TO_diff","AST_to_TO_Team2",-0.714581465988954,0.714581465988954
"17500","AST_to_TO_Team2","AST_to_TO_diff",-0.714581465988954,0.714581465988954
"2145","Home_won_prob_diff","Home_won_prob_Team1",0.713784082856241,0.713784082856241
"14160","Home_won_prob_Team1","Home_won_prob_diff",0.713784082856241,0.713784082856241
"10998","OR_opp_diff","OR_avg_opp_Team2",0.713299559136952,0.713299559136952
"15993","OR_avg_opp_Team2","OR_opp_diff",0.713299559136952,0.713299559136952
"13982","FGP_diff_diff","Score_avg_diff_diff",0.712317121255378,0.712317121255378
"14927","Score_avg_diff_diff","FGP_diff_diff",0.712317121255378,0.712317121255378
"1240","Home_won_prob_Team1","Winning_percent_Team1",0.710690438918953,0.710690438918953
"2050","Winning_percent_Team1","Home_won_prob_Team1",0.710690438918953,0.710690438918953
"14008","EFF_diff","Score_avg_diff_diff",0.71017470670998,0.71017470670998
"18463","Score_avg_diff_diff","EFF_diff",0.71017470670998,0.71017470670998
"2879","FGP_diff_Team1","FGP_opp_Team1",-0.709748189403536,0.709748189403536
"3014","FGP_opp_Team1","FGP_diff_Team1",-0.709748189403536,0.709748189403536
"4605","OR_diff","OR_avg_Team1",0.708953912142719,0.708953912142719
"15810","OR_avg_Team1","OR_diff",0.708953912142719,0.708953912142719
"12779","STL_diff","STL_avg_Team2",-0.707276101714612,0.707276101714612
"17774","STL_avg_Team2","STL_diff",-0.707276101714612,0.707276101714612
"10041","FGP3_diff_diff","FGP3_diff_Team2",-0.706472508175963,0.706472508175963
"15306","FGP3_diff_Team2","FGP3_diff_diff",-0.706472508175963,0.706472508175963
"11546","TR_opp_diff","TR_avg_opp_Team2",0.705491658895911,0.705491658895911
"16541","TR_avg_opp_Team2","TR_opp_diff",0.705491658895911,0.705491658895911
"17000","EFF_diff","AST_diff",0.70480397378036,0.70480397378036
"18485","AST_diff","EFF_diff",0.70480397378036,0.70480397378036
"2008","Overtime_won_prob_diff","Overtime_won_prob_Team1",0.704729292017836,0.704729292017836
"14023","Overtime_won_prob_Team1","Overtime_won_prob_diff",0.704729292017836,0.704729292017836
"919","Score_avg_diff_diff","Seed_Diff",0.703705047186406,0.703705047186406
"13879","Seed_Diff","Score_avg_diff_diff",0.703705047186406,0.703705047186406
"5085","EFF_Team1","TR_avg_Team1",0.702865445825305,0.702865445825305
"7110","TR_avg_Team1","EFF_Team1",0.702865445825305,0.702865445825305
"10861","OR_diff","OR_avg_Team2",-0.702673347508335,0.702673347508335
"15856","OR_avg_Team2","OR_diff",-0.702673347508335,0.702673347508335
"12196","AST_to_TO_Team2","TO_avg_Team2",-0.702035820306763,0.702035820306763
"12466","TO_avg_Team2","AST_to_TO_Team2",-0.702035820306763,0.702035820306763
"8264","Overtime_won_prob_diff","Overtime_won_prob_Team2",-0.701895663294286,0.701895663294286
"14069","Overtime_won_prob_Team2","Overtime_won_prob_diff",-0.701895663294286,0.701895663294286
"11820","OR_percent_diff","OR_percent_Team2",-0.701867225117428,0.701867225117428
"16815","OR_percent_Team2","OR_percent_diff",-0.701867225117428,0.701867225117428
"16443","TR_diff_diff","TR_diff",0.701719081343204,0.701719081343204
"16713","TR_diff","TR_diff_diff",0.701719081343204,0.701719081343204
"5072","TR_avg_diff_Team1","TR_avg_Team1",0.701043754660692,0.701043754660692
"5342","TR_avg_Team1","TR_avg_diff_Team1",0.701043754660692,0.701043754660692
"5701","AST_diff","AST_avg_Team1",0.700697695602008,0.700697695602008
"16906","AST_avg_Team1","AST_diff",0.700697695602008,0.700697695602008
"12094","AST_opp_diff","AST_avg_opp_Team2",0.698918535257515,0.698918535257515
"17089","AST_avg_opp_Team2","AST_opp_diff",0.698918535257515,0.698918535257515
"2419","Neutral_won_prob_diff","Neutral_won_prob_Team1",0.698781529783361,0.698781529783361
"14434","Neutral_won_prob_Team1","Neutral_won_prob_diff",0.698781529783361,0.698781529783361
"7717","Score_avg_diff","Score_avg_Team2",-0.698515960207511,0.698515960207511
"13657","Score_avg_Team2","Score_avg_diff",-0.698515960207511,0.698515960207511
"4663","TR_avg_opp_Team1","OR_avg_opp_Team1",0.697001789957041,0.697001789957041
"5203","OR_avg_opp_Team1","TR_avg_opp_Team1",0.697001789957041,0.697001789957041
"5427","TR_diff_diff","TR_avg_diff_Team1",0.696596082972279,0.696596082972279
"16632","TR_avg_diff_Team1","TR_diff_diff",0.696596082972279,0.696596082972279
"16456","EFF_diff","TR_diff",0.696063706165612,0.696063706165612
"18481","TR_diff","EFF_diff",0.696063706165612,0.696063706165612
"13569","Home_won_prob_diff","Winning_percent_diff",0.695714137322473,0.695714137322473
"14244","Winning_percent_diff","Home_won_prob_diff",0.695714137322473,0.695714137322473
"1188","Winning_percent_diff","Games_won_Team1",0.695689899833725,0.695689899833725
"13473","Games_won_Team1","Winning_percent_diff",0.695689899833725,0.695689899833725
"10587","FTP_opp_diff","FTP_opp_Team2",0.695673676046614,0.695673676046614
"15582","FTP_opp_Team2","FTP_opp_diff",0.695673676046614,0.695673676046614
"9358","FGP_diff_diff","FGP_diff_Team2",-0.694140099231943,0.694140099231943
"14893","FGP_diff_Team2","FGP_diff_diff",-0.694140099231943,0.694140099231943
"8675","Neutral_won_prob_diff","Neutral_won_prob_Team2",-0.693825076087467,0.693825076087467
"14480","Neutral_won_prob_Team2","Neutral_won_prob_diff",-0.693825076087467,0.693825076087467
"5629","EFF_Team1","AST_avg_Team1",0.693599618347177,0.693599618347177
"7114","AST_avg_Team1","EFF_Team1",0.693599618347177,0.693599618347177
"9221","FGP_opp_diff","FGP_opp_Team2",0.691079767004322,0.691079767004322
"14756","FGP_opp_Team2","FGP_opp_diff",0.691079767004322,0.691079767004322
"5016","DR_opp_diff","DR_avg_opp_Team1",-0.690687784828528,0.690687784828528
"16221","DR_avg_opp_Team1","DR_opp_diff",-0.690687784828528,0.690687784828528
"2622","TR_avg_Team1","FGA_avg_Team1",0.689782245444088,0.689782245444088
"5052","FGA_avg_Team1","TR_avg_Team1",0.689782245444088,0.689782245444088
"13464","EFF_diff","EFF_Team2",-0.687014206088786,0.687014206088786
"18459","EFF_Team2","EFF_diff",-0.687014206088786,0.687014206088786
"2584","EFF_diff","FGM_avg_Team1",0.686711498867352,0.686711498867352
"18379","FGM_avg_Team1","EFF_diff",0.686711498867352,0.686711498867352
"6386","AST_to_SCORE_diff","AST_to_SCORE_Team1",0.685272846852922,0.685272846852922
"17591","AST_to_SCORE_Team1","AST_to_SCORE_diff",0.685272846852922,0.685272846852922
"13862","AST_opp_diff","Score_avg_opp_diff",0.683868989263241,0.683868989263241
"17102","Score_avg_opp_diff","AST_opp_diff",0.683868989263241,0.683868989263241
"10450","FTP_diff","FTP_Team2",-0.682934053762344,0.682934053762344
"15445","FTP_Team2","FTP_diff",-0.682934053762344,0.682934053762344
"13327","PF_opp_diff","PF_avg_opp_Team2",-0.681786241159023,0.681786241159023
"18322","PF_avg_opp_Team2","PF_opp_diff",-0.681786241159023,0.681786241159023
"13053","BLK_diff","BLK_avg_Team2",-0.681436503970105,0.681436503970105
"18048","BLK_avg_Team2","BLK_diff",-0.681436503970105,0.681436503970105
"2549","Score_avg_diff","FGM_avg_Team1",0.679730462235513,0.679730462235513
"13619","FGM_avg_Team1","Score_avg_diff",0.679730462235513,0.679730462235513
"1598","Score_avg_opp_diff","Score_avg_opp_Team1",-0.679593264732834,0.679593264732834
"13748","Score_avg_opp_Team1","Score_avg_opp_diff",-0.679593264732834,0.679593264732834
"6660","STL_to_TO_diff","STL_to_TO_Team1",0.679519564450125,0.679519564450125
"17865","STL_to_TO_Team1","STL_to_TO_diff",0.679519564450125,0.679519564450125
"11957","AST_diff","AST_avg_Team2",-0.679396652256321,0.679396652256321
"16952","AST_avg_Team2","AST_diff",-0.679396652256321,0.679396652256321
"7580","Winning_percent_diff","Winning_percent_Team2",-0.679136304760642,0.679136304760642
"13520","Winning_percent_Team2","Winning_percent_diff",-0.679136304760642,0.679136304760642
"7841","AST_avg_opp_Team2","Score_avg_opp_Team2",0.677770746984967,0.677770746984967
"12026","Score_avg_opp_Team2","AST_avg_opp_Team2",0.677770746984967,0.677770746984967
"8538","Away_won_prob_diff","Away_won_prob_Team2",-0.677685698589531,0.677685698589531
"14343","Away_won_prob_Team2","Away_won_prob_diff",-0.677685698589531,0.677685698589531
"7991","Score_avg_diff_diff","Score_avg_diff_Team2",-0.676607111215149,0.676607111215149
"13931","Score_avg_diff_Team2","Score_avg_diff_diff",-0.676607111215149,0.676607111215149
"6249","AST_to_TO_diff","AST_to_TO_Team1",0.676604283817514,0.676604283817514
"17454","AST_to_TO_Team1","AST_to_TO_diff",0.676604283817514,0.676604283817514
"5564","OR_percent_diff","OR_percent_Team1",0.676448945574596,0.676448945574596
"16769","OR_percent_Team1","OR_percent_diff",0.676448945574596,0.676448945574596
"1496","EFF_diff","Score_avg_Team1",0.67644490019499,0.67644490019499
"18371","Score_avg_Team1","EFF_diff",0.67644490019499,0.67644490019499
"7071","PF_opp_diff","PF_avg_opp_Team1",0.676213525040269,0.676213525040269
"18276","PF_avg_opp_Team1","PF_opp_diff",0.676213525040269,0.676213525040269
"9767","FGP3_diff","FGP3_Team2",-0.67609916664036,0.67609916664036
"15032","FGP3_Team2","FGP3_diff",-0.67609916664036,0.67609916664036
"2618","OR_avg_Team1","FGA_avg_Team1",0.675486491144246,0.675486491144246
"4508","FGA_avg_Team1","OR_avg_Team1",0.675486491144246,0.675486491144246
"8401","Home_won_prob_diff","Home_won_prob_Team2",-0.674715027031449,0.674715027031449
"14206","Home_won_prob_Team2","Home_won_prob_diff",-0.674715027031449,0.674715027031449
"5290","TR_opp_diff","TR_avg_opp_Team1",-0.674627260040363,0.674627260040363
"16495","TR_avg_opp_Team1","TR_opp_diff",-0.674627260040363,0.674627260040363
"8792","AST_avg_Team2","FGM_avg_Team2",0.674585437021809,0.674585437021809
"11897","FGM_avg_Team2","AST_avg_Team2",0.674585437021809,0.674585437021809
"11409","TR_diff","TR_avg_Team2",-0.674437338048882,0.674437338048882
"16404","TR_avg_Team2","TR_diff",-0.674437338048882,0.674437338048882
"5838","AST_opp_diff","AST_avg_opp_Team1",-0.67429803532878,0.67429803532878
"17043","AST_avg_opp_Team1","AST_opp_diff",-0.67429803532878,0.67429803532878
"9","Games_won_Team1","Seed_num_Team1",-0.673836092367875,0.673836092367875
"1089","Seed_num_Team1","Games_won_Team1",-0.673836092367875,0.673836092367875
"16993","AST_to_TO_diff","AST_diff",0.673574361038205,0.673574361038205
"17533","AST_diff","AST_to_TO_diff",0.673574361038205,0.673574361038205
"9084","FGP_diff","FGP_Team2",-0.673445872293624,0.673445872293624
"14619","FGP_Team2","FGP_diff",-0.673445872293624,0.673445872293624
"12642","AST_to_SCORE_diff","AST_to_SCORE_Team2",-0.672498603105383,0.672498603105383
"17637","AST_to_SCORE_Team2","AST_to_SCORE_diff",-0.672498603105383,0.672498603105383
"6523","STL_diff","STL_avg_Team1",0.671801498664377,0.671801498664377
"17728","STL_avg_Team1","STL_diff",0.671801498664377,0.671801498664377
"17265","AST_to_TO_diff","TO_diff",0.671576558435232,0.671576558435232
"17535","TO_diff","AST_to_TO_diff",0.671576558435232,0.671576558435232
"11374","TR_avg_diff_Team2","TR_avg_Team2",0.671402232182414,0.671402232182414
"11644","TR_avg_Team2","TR_avg_diff_Team2",0.671402232182414,0.671402232182414
"11931","EFF_Team2","AST_avg_Team2",0.67093166905806,0.67093166905806
"13416","AST_avg_Team2","EFF_Team2",0.67093166905806,0.67093166905806
"7957","FGP_diff_Team2","Score_avg_diff_Team2",0.670409101184768,0.670409101184768
"9307","Score_avg_diff_Team2","FGP_diff_Team2",0.670409101184768,0.670409101184768
"7173","Score_avg_diff","EFF_Team1",0.669799515475175,0.669799515475175
"13653","EFF_Team1","Score_avg_diff",0.669799515475175,0.669799515475175
"8920","OR_avg_Team2","FGA_avg_Team2",0.669195768764953,0.669195768764953
"10810","FGA_avg_Team2","OR_avg_Team2",0.669195768764953,0.669195768764953
"10724","FTP_diff_diff","FTP_diff_Team2",-0.668168795385116,0.668168795385116
"15719","FTP_diff_Team2","FTP_diff_diff",-0.668168795385116,0.668168795385116
"467","Score_avg_diff_Team2","Seed_num_Team2",-0.667252543014685,0.667252543014685
"7892","Seed_num_Team2","Score_avg_diff_Team2",-0.667252543014685,0.667252543014685
